Source,Target,weight,event,site,date,white,black,whiteElo,blackElo,result
Levon Aronian,Gawain Jones,1,NIC Classic Prelim 2021,chess24.com INT,2021.04.24,Levon Aronian,Gawain Jones,2781,2670,1-0
Levon Aronian,Jeffery Xiong,1,ch-USA 2023,Saint Louis USA,2023.10.06,Levon Aronian,Jeffery Xiong,2742,2693,1/2-1/2
Levon Aronian,Samuel Shankland,1,Titled Tue 12th Dec Early,chess.com INT,2023.12.12,Samuel Shankland,Levon Aronian,2674,2723,1/2-1/2
Levon Aronian,Arjun Erigaisi,1,Chennai GMs 2023,Chennai IND,2023.12.19,Arjun Erigaisi,Levon Aronian,2727,2723,1/2-1/2
Levon Aronian,Gukesh Dommaraju,1,Chennai GMs 2023,Chennai IND,2023.12.15,Levon Aronian,Gukesh Dommaraju,2723,2720,1/2-1/2
Levon Aronian,Richárd Rapport,1,10th Sinquefield Cup,Saint Louis USA,2023.11.29,Richárd Rapport,Levon Aronian,2748,2727,1/2-1/2
Levon Aronian,Igor Kovalenko,1,Chess.com Rapid Wk6 Swiss,chess.com INT,2022.03.19,Levon Aronian,Igor Kovalenko,2785,2674,1/2-1/2
Levon Aronian,Javokhir Sindarov,1,Satty Zhuldyz Rapid 2023,Astana KAZ,2023.04.20,Levon Aronian,Javokhir Sindarov,2745,2661,1-0
Levon Aronian,Ray Robson,1,ch-USA 2023,Saint Louis USA,2023.10.08,Levon Aronian,Ray Robson,2742,2699,1/2-1/2
Levon Aronian,Radosław Wojtaszek,1,FIDE Grand Swiss 2023,Douglas IOM,2023.11.03,Radosław Wojtaszek,Levon Aronian,2668,2742,1/2-1/2
Levon Aronian,Kirill Alekseenko,1,Julius Baer Play-In 2023,chess.com INT,2023.07.24,Levon Aronian,Kirill Alekseenko,2742,2674,1-0
Ian Nepomniachtchi,Dmitry Jakovenko,1,5. Yaroslav the Wise Rapid,Yaroslavl RUS,2014.08.26,Ian Nepomniachtchi,Dmitry Jakovenko,2714,2747,1/2-1/2
Ian Nepomniachtchi,Levon Aronian,1,10th Sinquefield Cup,Saint Louis USA,2023.11.23,Levon Aronian,Ian Nepomniachtchi,2727,2771,1/2-1/2
Ian Nepomniachtchi,Sergey Karjakin,1,9th Norway Chess 2021,Stavanger NOR,2021.09.11,Ian Nepomniachtchi,Sergey Karjakin,2792,2758,1-0
Ian Nepomniachtchi,Alireza Firouzja,1,Saint Louis Rapid 2023,Saint Louis USA,2023.11.15,Ian Nepomniachtchi,Alireza Firouzja,2771,2777,1/2-1/2
Ian Nepomniachtchi,Fabiano Caruana,1,Saint Louis Rapid 2023,Saint Louis USA,2023.11.14,Fabiano Caruana,Ian Nepomniachtchi,2795,2771,1/2-1/2
Ian Nepomniachtchi,Maxim Matlakov,1,Dvoretsky Mem Blitz 2023,Moscow RUS,2023.12.09,Maxim Matlakov,Ian Nepomniachtchi,2670,2771,0-1
Ian Nepomniachtchi,Dmitry Andreikin,1,Airthings Masters Play-In,chess.com INT,2023.02.03,Ian Nepomniachtchi,Dmitry Andreikin,2793,2729,1/2-1/2
Ian Nepomniachtchi,Baadur Jobava,1,GCT Blitz YourNextMove,Leuven BEL,2017.07.02,Ian Nepomniachtchi,Baadur Jobava,2732,2707,1/2-1/2
Ian Nepomniachtchi,Vladimir Malakhov,1,69. Moscow Blitz,Moscow RUS,2015.09.06,Vladimir Malakhov,Ian Nepomniachtchi,2694,2705,1/2-1/2
Ian Nepomniachtchi,Wang Hao,1,FIDE Candidates 2020,Yekaterinburg RUS,2021.04.24,Wang Hao,Ian Nepomniachtchi,2762,2774,0-1
Ian Nepomniachtchi,Viswanathan Anand,1,Levitov Chess Week Rapid,Amsterdam NED,2023.09.25,Viswanathan Anand,Ian Nepomniachtchi,2754,2771,1/2-1/2
Ian Nepomniachtchi,Alexander Areshchenko,1,20. European Teams,Reykjavik ISL,2015.11.16,Ian Nepomniachtchi,Alexander Areshchenko,2705,2682,1-0
Ian Nepomniachtchi,Sanan Sjugirov,1,World Rapid 2023,Samarkand UZB,2023.12.27,Ian Nepomniachtchi,Sanan Sjugirov,2771,2703,1-0
Ian Nepomniachtchi,Peter Leko,1,Legends of Chess Prelim,chess24.com INT,2020.07.27,Ian Nepomniachtchi,Peter Leko,2784,2663,1-0
Ian Nepomniachtchi,Daniil Dubov,1,Dvoretsky Mem Blitz 2023,Moscow RUS,2023.12.09,Daniil Dubov,Ian Nepomniachtchi,2710,2771,1/2-1/2
Ian Nepomniachtchi,Wesley So,1,Saint Louis Rapid 2023,Saint Louis USA,2023.11.16,Ian Nepomniachtchi,Wesley So,2771,2752,1-0
Ian Nepomniachtchi,Evgeny Alekseev,1,45. Capablanca Mem Elite,Havana CUB,2010.06.16,Evgeny Alekseev,Ian Nepomniachtchi,2700,2695,0-1
Ian Nepomniachtchi,Gata Kamsky,1,Titled Tue 15th Feb Late,chess.com INT,2022.02.15,Gata Kamsky,Ian Nepomniachtchi,2657,2773,0-1
Ian Nepomniachtchi,Vladimir Kramnik,1,Levitov Chess Week Rapid,Amsterdam NED,2023.09.23,Ian Nepomniachtchi,Vladimir Kramnik,2771,2753,1-0
Ian Nepomniachtchi,Ernesto Inarkiev,1,Play for Russia Prelim,lichess.org INT,2020.05.12,Ian Nepomniachtchi,Ernesto Inarkiev,2784,2661,1/2-1/2
Ian Nepomniachtchi,Yu Yangyi,1,World Blitz 2016,Doha QAT,2016.12.30,Ian Nepomniachtchi,Yu Yangyi,2767,2729,1-0
Ian Nepomniachtchi,Teimour Radjabov,1,CGC KO 2022,chess.com INT,2022.10.12,Ian Nepomniachtchi,Teimour Radjabov,2792,2747,1/2-1/2
Ian Nepomniachtchi,Ding Liren,1,Superbet Classic 2023,Bucharest ROU,2023.05.08,Ian Nepomniachtchi,Ding Liren,2795,2788,1/2-1/2
Ian Nepomniachtchi,Alexander Grischuk,1,Dvoretsky Mem Blitz 2023,Moscow RUS,2023.12.09,Alexander Grischuk,Ian Nepomniachtchi,2732,2771,0-1
Ian Nepomniachtchi,Peter Svidler,1,Levitov Chess Week Rapid,Amsterdam NED,2023.09.22,Peter Svidler,Ian Nepomniachtchi,2689,2771,0-1
Ian Nepomniachtchi,Magnus Carlsen,1,World Blitz 2023,Samarkand UZB,2023.12.30,Ian Nepomniachtchi,Magnus Carlsen,2771,2830,1/2-1/2
Ian Nepomniachtchi,Adhiban Baskaran,1,Aeroflot Open A 2015,Moscow RUS,2015.03.29,Adhiban Baskaran,Ian Nepomniachtchi,2646,2714,1/2-1/2
Ian Nepomniachtchi,Hikaru Nakamura,1,Saint Louis Blitz 2017,Saint Louis USA,2017.08.17,Hikaru Nakamura,Ian Nepomniachtchi,2792,2751,1/2-1/2
Ian Nepomniachtchi,Shakhriyar Mamedyarov,1,World Blitz 2023,Samarkand UZB,2023.12.30,Shakhriyar Mamedyarov,Ian Nepomniachtchi,2723,2771,1/2-1/2
Ian Nepomniachtchi,Yuriy Kryvoruchko,1,33. ECC Open 2017,Antalya TUR,2017.10.13,Ian Nepomniachtchi,Yuriy Kryvoruchko,2733,2692,1/2-1/2
Ian Nepomniachtchi,Arkadij Naiditsch,1,8. ch-Euro,Dresden GER,2007.04.09,Ian Nepomniachtchi,Arkadij Naiditsch,2602,2654,1/2-1/2
Ian Nepomniachtchi,Bu Xiangzhi,1,World Blitz 2016,Doha QAT,2016.12.29,Bu Xiangzhi,Ian Nepomniachtchi,2705,2767,0-1
Ian Nepomniachtchi,Maxime Vachier-Lagrave,1,GCT Blitz Paris 2019,Paris FRA,2019.07.31,Maxime Vachier-Lagrave,Ian Nepomniachtchi,2775,2775,1/2-1/2
Ian Nepomniachtchi,Ruslan Ponomariov,1,SportAccord Blitz 2014,Beijing CHN,2014.12.13,Ian Nepomniachtchi,Ruslan Ponomariov,2714,2714,1-0
Ian Nepomniachtchi,Liviu-Dieter Nisipeanu,1,47. GM 2019,Dortmund GER,2019.07.20,Ian Nepomniachtchi,Liviu-Dieter Nisipeanu,2775,2672,1-0
Ian Nepomniachtchi,Anton Korobov,1,World Rapid 2021,Warsaw POL,2021.12.26,Anton Korobov,Ian Nepomniachtchi,2699,2782,1/2-1/2
Ian Nepomniachtchi,Alexander Riazantsev,1,Dvoretsky Mem Blitz 2023,Moscow RUS,2023.12.09,Ian Nepomniachtchi,Alexander Riazantsev,2771,2616,1-0
Ian Nepomniachtchi,Evgeny Bareev,1,Levitov Chess Week Blitz,Amsterdam NED,2019.08.03,Ian Nepomniachtchi,Evgeny Bareev,2774,2643,1/2-1/2
Ian Nepomniachtchi,Wang Yue,1,Russia-China Match Men,Moscow RUS,2016.06.11,Wang Yue,Ian Nepomniachtchi,2728,2719,1/2-1/2
Ian Nepomniachtchi,Alexander Motylev,1,Yuri Razuvaev Mem 2020,chess.com INT,2020.11.06,Ian Nepomniachtchi,Alexander Motylev,2784,2641,1-0
Ian Nepomniachtchi,Nikita Vitiugov,1,73rd ch-RUS 2020,Moscow RUS,2020.12.09,Ian Nepomniachtchi,Nikita Vitiugov,2784,2720,1/2-1/2
Ian Nepomniachtchi,Zahar Efimenko,1,18. European Teams,Porto Carras GRE,2011.11.07,Zahar Efimenko,Ian Nepomniachtchi,2702,2730,1/2-1/2
Ian Nepomniachtchi,Laurent Fressinet,1,Julius Baer Play-In 2023,chess.com INT,2023.07.24,Ian Nepomniachtchi,Laurent Fressinet,2779,2652,1-0
Ian Nepomniachtchi,Anish Giri,1,World Blitz 2023,Samarkand UZB,2023.12.29,Anish Giri,Ian Nepomniachtchi,2754,2771,1/2-1/2
Ian Nepomniachtchi,Sergei Movsesian,1,FIDE World Blitz 2013,Khanty-Mansiysk RUS,2013.06.10,Sergei Movsesian,Ian Nepomniachtchi,2699,2717,0-1
Ian Nepomniachtchi,Pavel Eljanov,1,15. Ordix Open,Mainz GER,2008.08.03,Ian Nepomniachtchi,Pavel Eljanov,2602,2716,1/2-1/2
Ian Nepomniachtchi,Pentala Harikrishna,1,World Blitz 2022,Almaty KAZ,2022.12.29,Ian Nepomniachtchi,Pentala Harikrishna,2793,2705,1/2-1/2
Ian Nepomniachtchi,Alexander Onischuk,1,8. World Teams,Ningbo CHN,2011.07.17,Ian Nepomniachtchi,Alexander Onischuk,2711,2675,1-0
Ian Nepomniachtchi,Alexander Moiseenko,1,ACP Cup 2013,Riga LAT,2013.09.13,Ian Nepomniachtchi,Alexander Moiseenko,2717,2706,1-0
Ian Nepomniachtchi,Igor Lysy,1,U20ch-RUS,Cheboksary RUS,2006.03.06,Igor Lysy,Ian Nepomniachtchi,2523,2506,1/2-1/2
Ian Nepomniachtchi,Boris Grachev,1,9. Aeroflot Open A,Moscow RUS,2010.02.16,Ian Nepomniachtchi,Boris Grachev,2658,2653,1/2-1/2
Ian Nepomniachtchi,Maxim Rodshtein,1,27. ECC,Rogaska Slatina SLO,2011.09.29,Ian Nepomniachtchi,Maxim Rodshtein,2718,2641,1/2-1/2
Ian Nepomniachtchi,Viktor Bologan,1,World Blitz 2015,Berlin GER,2015.10.14,Viktor Bologan,Ian Nepomniachtchi,2607,2705,0-1
Ian Nepomniachtchi,Boris Gelfand,1,Levitov Chess Week Rapid,Amsterdam NED,2023.09.22,Boris Gelfand,Ian Nepomniachtchi,2655,2771,0-1
Ian Nepomniachtchi,Bassem Amin,1,Julius Baer Rapid Div 2 W,chess.com INT,2023.09.01,Ian Nepomniachtchi,Bassem Amin,2779,2684,1/2-1/2
Ian Nepomniachtchi,Evgeny Tomashevsky,1,World Rapid 2022,Almaty KAZ,2022.12.28,Ian Nepomniachtchi,Evgeny Tomashevsky,2793,2694,1-0
Ian Nepomniachtchi,Gabriel Sargissian,1,World Rapid 2022,Almaty KAZ,2022.12.28,Gabriel Sargissian,Ian Nepomniachtchi,2699,2793,0-1
Ian Nepomniachtchi,Anatoly Karpov,1,Aeroflot Open Rapid Final,Moscow RUS,2013.02.16,Ian Nepomniachtchi,Anatoly Karpov,2703,2616,1-0
Ian Nepomniachtchi,Alexander Morozevich,1,67. ch-RUS 2014,Kazan RUS,2014.12.04,Ian Nepomniachtchi,Alexander Morozevich,2714,2724,1/2-1/2
Ian Nepomniachtchi,Krishnan Sasikiran,1,Magistral,Pamplona ESP,2008.12.23,Ian Nepomniachtchi,Krishnan Sasikiran,2616,2694,1/2-1/2
Ian Nepomniachtchi,Denis Khismatullin,1,63. ch-RUS,Moscow RUS,2010.12.11,Denis Khismatullin,Ian Nepomniachtchi,2659,2720,0-1
Ian Nepomniachtchi,Garry Kasparov,1,Champ Showdown 9LX 2022,Saint Louis USA,2022.09.16,Garry Kasparov,Ian Nepomniachtchi,2812,2792,0-1
Ian Nepomniachtchi,Ivan Cheparinov,1,World Blitz 2018,St Petersburg RUS,2018.12.30,Ian Nepomniachtchi,Ivan Cheparinov,2763,2709,1-0
Ian Nepomniachtchi,Vladislav Artemiev,1,World Blitz 2023,Samarkand UZB,2023.12.29,Vladislav Artemiev,Ian Nepomniachtchi,2711,2771,1/2-1/2
Ian Nepomniachtchi,Rauf Mamedov,1,World's Youth Stars,Kirishi RUS,2007.05.16,Ian Nepomniachtchi,Rauf Mamedov,2602,2584,1/2-1/2
Ian Nepomniachtchi,Ni Hua,1,RUS-CHN Match Blitz,Sochi RUS,2009.08.23,Ian Nepomniachtchi,Ni Hua,2632,2701,1/2-1/2
Ian Nepomniachtchi,Jan-Krzysztof Duda,1,World Blitz 2023,Samarkand UZB,2023.12.30,Ian Nepomniachtchi,Jan-Krzysztof Duda,2771,2732,1-0
Ian Nepomniachtchi,Vladislav Kovalev,1,21. European Teams,Hersonissos GRE,2017.10.29,Ian Nepomniachtchi,Vladislav Kovalev,2733,2636,1/2-1/2
Ian Nepomniachtchi,Wei Yi,1,Jerusalem FIDE Grand Prix,Jerusalem ISR,2019.12.21,Wei Yi,Ian Nepomniachtchi,2725,2767,0-1
Ian Nepomniachtchi,David Navara,1,Saint Louis Rapid 2017,Saint Louis USA,2017.08.14,Ian Nepomniachtchi,David Navara,2751,2737,1/2-1/2
Ian Nepomniachtchi,Emil Sutovsky,1,14. Karpov GM,Poikovsky RUS,2013.09.01,Emil Sutovsky,Ian Nepomniachtchi,2660,2723,1/2-1/2
Ian Nepomniachtchi,Kirill Alekseenko,1,Chess.com Rapid Wk9 Swiss,chess.com INT,2022.04.09,Ian Nepomniachtchi,Kirill Alekseenko,2773,2698,1-0
Ian Nepomniachtchi,Michael Adams,1,12. World Teams 2019,Astana KAZ,2019.03.08,Ian Nepomniachtchi,Michael Adams,2771,2708,1/2-1/2
Ian Nepomniachtchi,Andrei Volokitin,1,28. European Club Cup,Eilat ISR,2012.10.16,Andrei Volokitin,Ian Nepomniachtchi,2724,2704,1/2-1/2
Ian Nepomniachtchi,Romain Edouard,1,41. Olympiad Open 2014,Tromso NOR,2014.08.14,Romain Edouard,Ian Nepomniachtchi,2680,2714,0-1
Ian Nepomniachtchi,Alexei Shirov,1,Titled Tuesday 22nd Sept,chess.com INT,2020.09.22,Ian Nepomniachtchi,Alexei Shirov,2784,2647,1-0
Ian Nepomniachtchi,Vladimir Akopian,1,FIDE World Rapid 2013,Khanty-Mansiysk RUS,2013.06.08,Ian Nepomniachtchi,Vladimir Akopian,2717,2691,1/2-1/2
Ian Nepomniachtchi,Samuel Sevian,1,Saint Louis Blitz 2023,Saint Louis USA,2023.11.17,Samuel Sevian,Ian Nepomniachtchi,2696,2771,0-1
Ian Nepomniachtchi,Alexey Sarana,1,World Rapid 2022,Almaty KAZ,2022.12.27,Ian Nepomniachtchi,Alexey Sarana,2793,2668,1/2-1/2
Ian Nepomniachtchi,Sergei Rublevsky,1,RUS Ch Rapid,Olginka RUS,2011.04.26,Sergei Rublevsky,Ian Nepomniachtchi,2678,2729,1/2-1/2
Ian Nepomniachtchi,Ilya Smirin,1,World Blitz 2019,Moscow RUS,2019.12.29,Ian Nepomniachtchi,Ilya Smirin,2767,2607,1-0
Ian Nepomniachtchi,Vadim Milov,1,FIDE World Blitz 2014,Dubai UAE,2014.06.19,Ian Nepomniachtchi,Vadim Milov,2730,2622,1-0
Ian Nepomniachtchi,Igor Kovalenko,1,World Blitz 2018,St Petersburg RUS,2018.12.29,Ian Nepomniachtchi,Igor Kovalenko,2763,2657,1/2-1/2
Ian Nepomniachtchi,Veselin Topalov,1,SuperUnited Rapid 2022,Zagreb CRO,2022.07.22,Ian Nepomniachtchi,Veselin Topalov,2766,2728,1-0
Ian Nepomniachtchi,Rustam Kasimdzhanov,1,World Blitz 2015,Berlin GER,2015.10.13,Ian Nepomniachtchi,Rustam Kasimdzhanov,2705,2704,1/2-1/2
Ian Nepomniachtchi,Rameshbabu Praggnanandhaa,1,WR Chess Masters 2023,Dusseldorf GER,2023.02.24,Ian Nepomniachtchi,Rameshbabu Praggnanandhaa,2793,2690,1/2-1/2
Ian Nepomniachtchi,Nodirbek Abdusattorov,1,WR Chess Masters 2023,Dusseldorf GER,2023.02.16,Ian Nepomniachtchi,Nodirbek Abdusattorov,2793,2734,1/2-1/2
Ian Nepomniachtchi,Vasyl Ivanchuk,1,Legends of Chess Prelim,chess24.com INT,2020.07.24,Vasyl Ivanchuk,Ian Nepomniachtchi,2678,2784,0-1
Ian Nepomniachtchi,Samuel Shankland,1,Saint Louis Blitz 2022,Saint Louis USA,2022.08.29,Ian Nepomniachtchi,Samuel Shankland,2792,2720,1/2-1/2
Ian Nepomniachtchi,Jeffery Xiong,1,Saint Louis Rapid 2023,Saint Louis USA,2023.11.15,Jeffery Xiong,Ian Nepomniachtchi,2681,2771,1/2-1/2
Ian Nepomniachtchi,Andrey Esipenko,1,Julius Baer Play-In 2023,chess.com INT,2023.07.24,Andrey Esipenko,Ian Nepomniachtchi,2683,2779,0-1
Ian Nepomniachtchi,Gukesh Dommaraju,1,SuperUnited Rapid 2023,Zagreb CRO,2023.07.05,Gukesh Dommaraju,Ian Nepomniachtchi,2744,2779,1/2-1/2
Ian Nepomniachtchi,Arjun Erigaisi,1,chess.com SpeedChess 2023,chess.com INT,2023.09.14,Arjun Erigaisi,Ian Nepomniachtchi,2712,2771,0-1
Ian Nepomniachtchi,Richárd Rapport,1,World Blitz 2023,Samarkand UZB,2023.12.29,Ian Nepomniachtchi,Richárd Rapport,2771,2731,1-0
Ian Nepomniachtchi,Alexey Dreev,1,Dvoretsky Mem Blitz 2023,Moscow RUS,2023.12.09,Ian Nepomniachtchi,Alexey Dreev,2771,2606,1-0
Ian Nepomniachtchi,Bogdan-Daniel Deac,1,Superbet Classic 2023,Bucharest ROU,2023.05.07,Bogdan-Daniel Deac,Ian Nepomniachtchi,2700,2795,0-1
Ian Nepomniachtchi,Vincent Keymer,1,Airthings Masters Play-In,chess.com INT,2023.02.03,Ian Nepomniachtchi,Vincent Keymer,2793,2690,1-0
Ian Nepomniachtchi,David Howell,1,Titled Tue 4th Oct Late,chess.com INT,2022.10.04,David Howell,Ian Nepomniachtchi,2667,2793,0-1
Ian Nepomniachtchi,Gawain Jones,1,AimChess Rapid Play-In,chess.com INT,2023.06.12,Gawain Jones,Ian Nepomniachtchi,2618,2779,1/2-1/2
Ian Nepomniachtchi,Ray Robson,1,Saint Louis Blitz 2023,Saint Louis USA,2023.11.17,Ian Nepomniachtchi,Ray Robson,2771,2696,1-0
Dmitry Jakovenko,Baadur Jobava,1,World Blitz 2018,St Petersburg RUS,2018.12.30,Dmitry Jakovenko,Baadur Jobava,2735,2627,1-0
Dmitry Jakovenko,Alexander Motylev,1,5. Yaroslav the Wise Rapid,Yaroslavl RUS,2014.08.26,Dmitry Jakovenko,Alexander Motylev,2747,2686,1-0
Dmitry Jakovenko,Evgeny Tomashevsky,1,RUS Ch Superfinal,Moscow RUS,2006.12.06,Evgeny Tomashevsky,Dmitry Jakovenko,2595,2671,0-1
Dmitry Jakovenko,Sanan Sjugirov,1,Russian Cup Final 2013,Khanty-Mansiysk RUS,2013.12.17,Sanan Sjugirov,Dmitry Jakovenko,2641,2721,1/2-1/2
Dmitry Jakovenko,Denis Khismatullin,1,71. ch-RUS 2018,Satka RUS,2018.08.29,Dmitry Jakovenko,Denis Khismatullin,2748,2634,1/2-1/2
Dmitry Jakovenko,Daniil Dubov,1,TCh-RUS Rapid 2017,Sochi RUS,2017.10.04,Daniil Dubov,Dmitry Jakovenko,2677,2710,0-1
Dmitry Jakovenko,Yu Yangyi,1,Russia-China Match Men,Moscow RUS,2016.06.13,Yu Yangyi,Dmitry Jakovenko,2737,2710,1/2-1/2
Dmitry Jakovenko,Pavel Eljanov,1,Corus B,Wijk aan Zee NED,2007.01.27,Dmitry Jakovenko,Pavel Eljanov,2691,2675,1/2-1/2
Dmitry Jakovenko,Alexander Riazantsev,1,FIDE World Rapid 2013,Khanty-Mansiysk RUS,2013.06.07,Dmitry Jakovenko,Alexander Riazantsev,2713,2708,1/2-1/2
Dmitry Jakovenko,Ian Nepomniachtchi,1,5. Yaroslav the Wise Rapid,Yaroslavl RUS,2014.08.26,Ian Nepomniachtchi,Dmitry Jakovenko,2714,2747,1/2-1/2
Dmitry Jakovenko,Maxim Matlakov,1,Russian Cup Final 2014,Khanty-Mansiysk RUS,2014.11.24,Maxim Matlakov,Dmitry Jakovenko,2685,2745,1/2-1/2
Dmitry Jakovenko,Ivan Cheparinov,1,TCh-TUR Super League 2018,Ankara TUR,2018.07.29,Dmitry Jakovenko,Ivan Cheparinov,2749,2712,1-0
Dmitry Jakovenko,Evgeny Alekseev,1,ch-Playoff,Moscow RUS,2008.10.28,Evgeny Alekseev,Dmitry Jakovenko,2708,2709,0-1
Dmitry Jakovenko,Alexander Moiseenko,1,5. Yaroslav the Wise Rapid,Yaroslavl RUS,2014.08.27,Dmitry Jakovenko,Alexander Moiseenko,2747,2707,1-0
Dmitry Jakovenko,Nikita Vitiugov,1,72. ch-RUS 2019,Izhevsk RUS,2019.08.20,Nikita Vitiugov,Dmitry Jakovenko,2728,2704,1/2-1/2
Dmitry Jakovenko,Ray Robson,1,40. Olympiad Open,Istanbul TUR,2012.09.06,Dmitry Jakovenko,Ray Robson,2722,2598,1-0
Dmitry Jakovenko,Ding Liren,1,3. Du Te Cup 2019,Shenzhen CHN,2019.04.26,Dmitry Jakovenko,Ding Liren,2719,2809,1/2-1/2
Dmitry Jakovenko,Bu Xiangzhi,1,10. World Teams 2015,Tsaghkadzor ARM,2015.04.21,Bu Xiangzhi,Dmitry Jakovenko,2681,2742,1/2-1/2
Dmitry Jakovenko,Wang Yue,1,TCh-CHN 2019,China CHN,2019.07.25,Wang Yue,Dmitry Jakovenko,2694,2711,0-1
Dmitry Jakovenko,Boris Grachev,1,FIDE World Blitz 2013,Khanty-Mansiysk RUS,2013.06.10,Boris Grachev,Dmitry Jakovenko,2683,2713,1/2-1/2
Dmitry Jakovenko,Peter Svidler,1,29. ECC Open 2013,Rhodes GRE,2013.10.23,Dmitry Jakovenko,Peter Svidler,2719,2740,1/2-1/2
Dmitry Jakovenko,Hikaru Nakamura,1,Palma De Mallorca GP 2017,Palma de Majorca ESP,2017.11.17,Hikaru Nakamura,Dmitry Jakovenko,2780,2721,1/2-1/2
Dmitry Jakovenko,Dmitry Andreikin,1,World Blitz 2018,St Petersburg RUS,2018.12.30,Dmitry Jakovenko,Dmitry Andreikin,2735,2719,1/2-1/2
Dmitry Jakovenko,Alexander Grischuk,1,Sharjah Grand Prix 2017,Sharjah UAE,2017.02.19,Dmitry Jakovenko,Alexander Grischuk,2709,2742,1/2-1/2
Dmitry Jakovenko,Anish Giri,1,KM FIDE GP 2015,Khanty-Mansiysk RUS,2015.05.14,Dmitry Jakovenko,Anish Giri,2738,2776,1-0
Dmitry Jakovenko,Levon Aronian,1,2. FIDE GP,Sochi RUS,2008.08.07,Levon Aronian,Dmitry Jakovenko,2737,2709,1/2-1/2
Dmitry Jakovenko,Vadim Milov,1,9. Valley,Saint Vincent ITA,2001.02.05,Dmitry Jakovenko,Vadim Milov,2523,2604,1-0
Dmitry Jakovenko,Alexander Onischuk,1,Aerosvit,Foros UKR,2007.06.20,Alexander Onischuk,Dmitry Jakovenko,2663,2708,1/2-1/2
Dmitry Jakovenko,Markus Ragger,1,Bundesliga 2014-15,Solingen GER,2014.10.19,Markus Ragger,Dmitry Jakovenko,2658,2747,1/2-1/2
Dmitry Jakovenko,Viktor Bologan,1,14. Karpov GM,Poikovsky RUS,2013.08.28,Dmitry Jakovenko,Viktor Bologan,2724,2672,1-0
Dmitry Jakovenko,Vladimir Akopian,1,FIDE Grand Prix,Elista RUS,2008.12.15,Vladimir Akopian,Dmitry Jakovenko,2679,2737,1/2-1/2
Dmitry Jakovenko,Sergei Rublevsky,1,8. Karpov,Poikovsky RUS,2007.03.21,Sergei Rublevsky,Dmitry Jakovenko,2677,2691,1/2-1/2
Dmitry Jakovenko,Boris Gelfand,1,3. ACP World Rapid Cup,Odessa UKR,2009.05.23,Dmitry Jakovenko,Boris Gelfand,2753,2733,1/2-1/2
Dmitry Jakovenko,Igor Kovalenko,1,17. Karpov Poikovsky,Poikovsky RUS,2016.07.28,Dmitry Jakovenko,Igor Kovalenko,2712,2667,1-0
Dmitry Jakovenko,Vladislav Artemiev,1,72. ch-RUS 2019,Izhevsk RUS,2019.08.11,Vladislav Artemiev,Dmitry Jakovenko,2757,2704,1/2-1/2
Dmitry Jakovenko,Igor Lysy,1,67. ch-RUS 2014,Kazan RUS,2014.11.30,Dmitry Jakovenko,Igor Lysy,2745,2686,1-0
Dmitry Jakovenko,Gabriel Sargissian,1,27. ECC,Rogaska Slatina SLO,2011.09.30,Dmitry Jakovenko,Gabriel Sargissian,2716,2658,1/2-1/2
Dmitry Jakovenko,Wang Hao,1,GM Scheveningen,Taiyuan CHN,2006.07.12,Dmitry Jakovenko,Wang Hao,2667,2610,1-0
Dmitry Jakovenko,Ernesto Inarkiev,1,4. ACP World Rapid Cup,Odessa UKR,2010.05.27,Ernesto Inarkiev,Dmitry Jakovenko,2669,2725,0-1
Dmitry Jakovenko,Alexei Shirov,1,CECLUB Finals,Calvia ESP,2007.10.21,Dmitry Jakovenko,Alexei Shirov,2710,2739,1/2-1/2
Dmitry Jakovenko,Liviu-Dieter Nisipeanu,1,Aerosvit,Foros UKR,2008.06.19,Dmitry Jakovenko,Liviu-Dieter Nisipeanu,2711,2684,1/2-1/2
Dmitry Jakovenko,Alexander Khalifman,1,64. ch-RUS HL,Taganrog RUS,2011.06.16,Alexander Khalifman,Dmitry Jakovenko,2627,2732,1/2-1/2
Dmitry Jakovenko,Evgeny Bareev,1,XIII TCh-RUS,Sochi RUS,2006.04.26,Dmitry Jakovenko,Evgeny Bareev,2675,2701,1-0
Dmitry Jakovenko,Peter Leko,1,World Blitz,Moscow RUS,2009.11.17,Peter Leko,Dmitry Jakovenko,2752,2736,1/2-1/2
Dmitry Jakovenko,Sergey Karjakin,1,5. FIDE GP,Jermuk ARM,2009.08.15,Dmitry Jakovenko,Sergey Karjakin,2760,2717,1/2-1/2
Dmitry Jakovenko,Kirill Alekseenko,1,World Blitz 2019,Moscow RUS,2019.12.29,Kirill Alekseenko,Dmitry Jakovenko,2704,2698,1/2-1/2
Dmitry Jakovenko,Ruslan Ponomariov,1,28. European Club Cup,Eilat ISR,2012.10.16,Dmitry Jakovenko,Ruslan Ponomariov,2732,2735,1/2-1/2
Dmitry Jakovenko,Laurent Fressinet,1,13. EICC,Plovdiv BUL,2012.03.31,Dmitry Jakovenko,Laurent Fressinet,2729,2693,1-0
Dmitry Jakovenko,Viswanathan Anand,1,World Blitz,Moscow RUS,2009.11.18,Dmitry Jakovenko,Viswanathan Anand,2736,2788,1/2-1/2
Dmitry Jakovenko,Emil Sutovsky,1,20. TCh-2013,Loo RUS,2013.04.09,Dmitry Jakovenko,Emil Sutovsky,2734,2671,1/2-1/2
