Id,Label,fideId,elo,top_player
"Pedersen, Erik N","Pedersen, Erik N",0,2400,False
"Flaata, Alexander R","Flaata, Alexander R",0,2097,False
"Guerreiro,N","Guerreiro,N",1903012,2083,False
"Lammers, Markus","Lammers, Markus",0,2395,False
"Kassimov, Baurzhan","Kassimov, Baurzhan",0,2386,False
"Kuchynka, Lukas","Kuchynka, Lukas",0,2339,False
"Frink, Ferenc","Frink, Ferenc",0,2106,False
"Agrawal,Ajay","Agrawal,Ajay",35091190,1445,False
"Eric, Jovana","Eric, Jovana",0,2307,False
"Brestak, Jan","Brestak, Jan",0,2225,False
"Singh, D P","Singh, D P",0,2286,False
"Pashinsky, Mikhail","Pashinsky, Mikhail",0,2229,False
"Callet, Emmanuel","Callet, Emmanuel",0,2147,False
"Vakhnin,Nikolay","Vakhnin,Nikolay",34173665,0,False
"Votava, Petr","Votava, Petr",0,2395,False
"Prihodko, Alexander","Prihodko, Alexander",0,2340,False
"Bajaramov, Elvin","Bajaramov, Elvin",0,2019,False
"Kaim, Piotr","Kaim, Piotr",0,2284,False
"Kudin, Valery","Kudin, Valery",0,2287,False
"Zverev,Lev","Zverev,Lev",24250775,1849,False
"Lagashin, Pavel","Lagashin, Pavel",0,2101,False
"Stenzel, Thomas","Stenzel, Thomas",0,2236,False
"Martin, Andrew D","Martin, Andrew D",0,2433,False
"Vakhlamov, Igor L","Vakhlamov, Igor L",0,2413,False
"Ivanov, Vladislav RUS","Ivanov, Vladislav RUS",0,2002,False
"Sarapik, Kristjan","Sarapik, Kristjan",0,2032,False
"Chapliev, Aleksandr","Chapliev, Aleksandr",0,2314,False
"Rudolf, Michal","Rudolf, Michal",0,2398,False
"Galindo, Joseph","Galindo, Joseph",0,2064,False
"Ganichev, Alexander","Ganichev, Alexander",0,2100,False
"Kapp,Viljar","Kapp,Viljar",0,0,False
"Ginsburg, Mark","Ginsburg, Mark",0,2358,False
"Nguyen, Viet Tuong","Nguyen, Viet Tuong",0,2119,False
"Ilyasli,Ughur","Ilyasli,Ughur",13416197,1831,False
"Janse, Love","Janse, Love",0,2090,False
"Abdul, Majeed Mohamad","Abdul, Majeed Mohamad",0,2270,False
"Pinter, Erik","Pinter, Erik",0,2402,False
"Stoeber, Michael","Stoeber, Michael",0,2261,False
"Hrabinska, Myroslava","Hrabinska, Myroslava",0,2307,False
"Kontic, Djordjije","Kontic, Djordjije",0,2342,False
"Gaehler, Marco","Gaehler, Marco",0,2314,False
"Beckwith, Paul H","Beckwith, Paul H",0,2183,False
"Mohammed,E","Mohammed,E",4800060,2188,False
"Yap,K","Yap,K",5202809,2416,False
"Yap, Kim Steven","Yap, Kim Steven",0,2416,False
"Anikina,Elena","Anikina,Elena",34146943,0,False
"Costantini, Roberto","Costantini, Roberto",0,2334,False
"Nei, Iivo","Nei, Iivo",0,2410,False
"Schacher, Gerd","Schacher, Gerd",0,2246,False
"Yaran, Siar","Yaran, Siar",0,2261,False
"Kalmachevskikh, Viktor","Kalmachevskikh, Viktor",0,2293,False
"Batsanin, Dmitry","Batsanin, Dmitry",0,2370,False
"Byklum, Bjornar","Byklum, Bjornar",0,2214,False
"Bjerring, Kai","Bjerring, Kai",0,2276,False
"Joo, Janos","Joo, Janos",0,2109,False
"Maes, Wim","Maes, Wim",0,2304,False
"De Eccher, Stefano","De Eccher, Stefano",0,2275,False
"Roth, Norbert","Roth, Norbert",0,2290,False
"Nikolov, Jordan","Nikolov, Jordan",0,2164,False
"Sobjerg, Erik","Sobjerg, Erik",0,2277,False
"Amini,Habibullah","Amini,Habibullah",11700777,1995,False
"Dotsenko, Serg1","Dotsenko, Serg1",0,2188,False
"Pervakov,S","Pervakov,S",14111543,2093,False
"Castaldo, Folco","Castaldo, Folco",0,2419,False
"Farhan,Marwan Ali","Farhan,Marwan Ali",9401652,1975,False
"Kirillov, Dmitry1","Kirillov, Dmitry1",0,2209,False
"Kravtsov, Sergey","Kravtsov, Sergey",0,2422,False
"Al Sayed, Mahamad Naser","Al Sayed, Mahamad Naser",0,2090,False
"Rendle,T","Rendle,T",408760,2378,False
"Rendle, Thomas E","Rendle, Thomas E",0,2378,False
"Daurimbetov, A","Daurimbetov, A",0,2313,False
"Eisenbeiser, Amadeus","Eisenbeiser, Amadeus",0,2390,False
"Al Masshani,Amer Said","Al Masshani,Amer Said",0,0,False
"Zajarnyi, Anatolyi","Zajarnyi, Anatolyi",0,2274,False
"Doroodian,Mahyar","Doroodian,Mahyar",12505811,1978,False
"Aliavdin, Nikolai","Aliavdin, Nikolai",0,2365,False
"Sorokina, Anastasia","Sorokina, Anastasia",0,2013,False
"Dejmek, Mark W","Dejmek, Mark W",0,2144,False
"Gorodetskiy, Ilya","Gorodetskiy, Ilya",0,2253,False
"Palkovich, Denis","Palkovich, Denis",0,2150,False
"Zeidler, Sven P","Zeidler, Sven P",0,2281,False
"Poletaev, Vitaly RUS","Poletaev, Vitaly RUS",0,2247,False
"Hossain, Monir","Hossain, Monir",0,2038,False
"Perez Candelario, M.","Perez Candelario, M.",0,2408,False
"Henry, Guillaume","Henry, Guillaume",0,2128,False
"Mayhew, Andrew","Mayhew, Andrew",0,2213,False
"Gallissot, Alexandre","Gallissot, Alexandre",0,2106,False
"Alonso Moyano, Jonathan","Alonso Moyano, Jonathan",0,2402,False
"Garifullin, Ildar","Garifullin, Ildar",0,2092,False
"Mohite,Ranveer","Mohite,Ranveer",25010352,1950,False
"Zude,A","Zude,A",4600754,2400,False
"Zude, Arno","Zude, Arno",0,2400,False
"Kumaran, B","Kumaran, B",0,2316,False
"Ayza Leon, David","Ayza Leon, David",0,2249,False
"Vildanov, Ruslan","Vildanov, Ruslan",0,2014,False
"Paernits, Rauno","Paernits, Rauno",0,2207,False
"Tishin, Petr","Tishin, Petr",0,2445,False
"Malada, Vinko","Malada, Vinko",0,2265,False
"Martos Exposito, Manuel","Martos Exposito, Manuel",0,2139,False
"Kuzmicz,K","Kuzmicz,K",1119125,2461,False
"Ziogaite,J","Ziogaite,J",12802573,2063,False
"Vedrickiene, Jovita","Vedrickiene, Jovita",0,2063,False
"Stankov, Georgi","Stankov, Georgi",0,2305,False
"Lagopatis, Nikolaos","Lagopatis, Nikolaos",0,2182,False
"Neagu, Liviu","Neagu, Liviu",0,2087,False
"Gusev, Yuri S","Gusev, Yuri S",0,2360,False
"Kopal, Josef","Kopal, Josef",0,2245,False
"Meulenbroek, Kim","Meulenbroek, Kim",0,2103,False
"Marchik, N","Marchik, N",0,2310,False
"Marzaduri, Riccardo","Marzaduri, Riccardo",0,2128,False
"Reinderman,D","Reinderman,D",1001302,2593,False
"Tronenkovs, Valdis","Tronenkovs, Valdis",0,2267,False
"Ebeling, Mika","Ebeling, Mika",0,2354,False
"Li, Aize","Li, Aize",0,2113,False
"Rolletschek, Heinrich","Rolletschek, Heinrich",0,2261,False
"Dosov, Nurlan","Dosov, Nurlan",0,2272,False
"Malhotra,Tarun","Malhotra,Tarun",5020549,1998,False
"Smetankin, Stanislav","Smetankin, Stanislav",0,2385,False
Thein Dan Oo,Thein Dan Oo,0,2539,False
"Panainte, Daniel-Iulian","Panainte, Daniel-Iulian",0,2026,False
"Sysel,Jaroslav","Sysel,Jaroslav",378372,1854,False
"Salus, Stephane","Salus, Stephane",0,2190,False
"Sedgwick, David R","Sedgwick, David R",0,2095,False
"Kytoniemi, Jyrki","Kytoniemi, Jyrki",0,2283,False
"Zieher, Hartmut","Zieher, Hartmut",0,2195,False
"Bonafede, Alessandro","Bonafede, Alessandro",0,2310,False
"Lajthajm,B","Lajthajm,B",916358,2422,False
"Blot, Jerome","Blot, Jerome",0,2283,False
"Chernitsin, Ivan","Chernitsin, Ivan",0,2375,False
"Mitin, Andrej","Mitin, Andrej",0,2235,False
"Sommerbauer, Norbert","Sommerbauer, Norbert",0,2413,False
"Beltugov, E","Beltugov, E",0,2225,False
"Zozulia, Anna","Zozulia, Anna",0,2250,False
"Seps, Monika","Seps, Monika",0,2200,False
"Smirnov, Igor","Smirnov, Igor",0,2478,False
"Loebler, Heimo","Loebler, Heimo",0,2216,False
"Nuber, Blasius","Nuber, Blasius",0,2339,False
"Holmsgaard, Henrik","Holmsgaard, Henrik",0,2320,False
"Dargan, Paul A G","Dargan, Paul A G",0,2117,False
"Werner, Clemens","Werner, Clemens",0,2336,False
"Carretero Calzon, Abel","Carretero Calzon, Abel",0,2162,False
"Kanellopoulos, Panayotis","Kanellopoulos, Panayotis",0,2206,False
"Plotkin, Victor","Plotkin, Victor",0,2267,False
"Barskij, Vladimir","Barskij, Vladimir",0,2389,False
"Daghli, Arash","Daghli, Arash",0,2261,False
"Yurenko, Konstantin","Yurenko, Konstantin",0,2275,False
"Remmel, Anto","Remmel, Anto",0,2243,False
"Garner, David J","Garner, David J",0,2110,False
"Karalkin, Maksim","Karalkin, Maksim",0,2287,False
"Mazzilli, Piero","Mazzilli, Piero",0,2361,False
"Jesse, Ingemars","Jesse, Ingemars",0,2209,False
"Simeonov, Stefan","Simeonov, Stefan",0,2377,False
"Managadze, Nikoloz","Managadze, Nikoloz",0,2444,False
"Ozgibcev, Anatoly","Ozgibcev, Anatoly",0,2368,False
"Nirmal, E P","Nirmal, E P",0,2281,False
"Yayloyan, Konstantin","Yayloyan, Konstantin",0,2173,False
"Blauert, Joerg","Blauert, Joerg",0,2395,False
"Rangarajan, Sunil","Rangarajan, Sunil",0,2086,False
"Seger, Ruediger","Seger, Ruediger",0,2374,False
"Mazurchak, Bogdan","Mazurchak, Bogdan",0,2164,False
"Demidov, Alexandr","Demidov, Alexandr",0,2183,False
"Skawinski, Arkadiusz","Skawinski, Arkadiusz",0,2355,False
"Efstathopoulos, Pavlos","Efstathopoulos, Pavlos",0,2017,False
"O'Shaughnessy, Conor","O'Shaughnessy, Conor",0,2260,False
"Hoegener, Claude","Hoegener, Claude",0,2059,False
"Knutsson, Larus","Knutsson, Larus",0,2072,False
"Lau,Ende Matthew","Lau,Ende Matthew",5805279,1963,False
"Majer, Jiri","Majer, Jiri",0,2300,False
"Mitter, Gerd","Mitter, Gerd",0,2187,False
"Cazelais, Marc","Cazelais, Marc",0,2201,False
"Varley, Peter","Varley, Peter",0,2251,False
"Novikova, Anna","Novikova, Anna",0,2206,False
"Russek Libni, Guil","Russek Libni, Guil",0,2385,False
"Vujic, Mihailo","Vujic, Mihailo",0,2322,False
"Yssing, Klaus","Yssing, Klaus",0,2125,False
"Istrate, Bogdan","Istrate, Bogdan",0,2280,False
"Denny, Kevin","Denny, Kevin",0,2316,False
"Nemirovski, Serge","Nemirovski, Serge",0,2225,False
"Antkowiak, Grzegorz","Antkowiak, Grzegorz",0,2210,False
"Pilaj, Herwig","Pilaj, Herwig",0,2425,False
"Markarov, Arsen","Markarov, Arsen",0,2308,False
"Navarro, Robin","Navarro, Robin",0,2619,False
"Simkunaite,Gabija","Simkunaite,Gabija",12808253,1666,False
"Krauss, Josef","Krauss, Josef",0,2154,False
"Arias, Daniel","Arias, Daniel",0,2274,False
"Serrano Marhuenda, Salvador","Serrano Marhuenda, Salvador",0,2230,False
"Guerrero Olmos, Sergio","Guerrero Olmos, Sergio",0,2208,False
"Shrentzel, Mordechai","Shrentzel, Mordechai",0,2280,False
"Goldgewicht, Lionel","Goldgewicht, Lionel",0,2325,False
"Petrov, M.","Petrov, M.",0,2425,False
"Lashkin, Jegor","Lashkin, Jegor",0,2313,False
"Ardelean, George-Catalin","Ardelean, George-Catalin",0,2510,False
"Simon Padros, Emili","Simon Padros, Emili",0,2230,False
"Van der Lende, Ilias","Van der Lende, Ilias",0,2327,False
"Kurilo, Vladislav","Kurilo, Vladislav",0,2160,False
"Wu,Hao","Wu,Hao",8616450,1600,False
"Eschmann, P.","Eschmann, P.",0,2163,False
"Rose, M","Rose, M",0,2309,False
"Kuznecovs, Nikita","Kuznecovs, Nikita",0,2318,False
"Sikora,R","Sikora,R",1145908,1930,False
"Shashnev, P","Shashnev, P",0,2081,False
"Pcola, Pavol","Pcola, Pavol",0,2305,False
Comp Kallisto,Comp Kallisto,0,2334,False
"Lyell, M.","Lyell, M.",0,2221,False
"Cannon, David","Cannon, David",0,2093,False
"Mouratidis, Grigoris","Mouratidis, Grigoris",0,2031,False
Khin Than,Khin Than,0,2541,False
"Soltanici, Ruslan","Soltanici, Ruslan",0,2055,False
"Lazar, Ales ml","Lazar, Ales ml",0,2267,False
"Rahls, Peter","Rahls, Peter",0,2308,False
"Buchkremer, Felix Dr","Buchkremer, Felix Dr",0,2088,False
"Kostin, Alexey","Kostin, Alexey",0,2253,False
"Piber, Vinko","Piber, Vinko",0,2017,False
"Spence, David J","Spence, David J",0,2231,False
"Gavritenkov, Sergei","Gavritenkov, Sergei",0,2312,False
"Imanovs,Elhans","Imanovs,Elhans",11604158,1812,False
"Buckley, S.","Buckley, S.",0,2216,False
"Kernazhitsky, Leonid","Kernazhitsky, Leonid",0,2438,False
"Lukin, Andrei M","Lukin, Andrei M",0,2440,False
"Piscopo, Pierluigi","Piscopo, Pierluigi",0,2353,False
"Ivanov, Sergei","Ivanov, Sergei",0,2354,False
"Manojlo, Mikhail","Manojlo, Mikhail",0,2185,False
"Chekan, Andrey","Chekan, Andrey",0,2329,False
"Reymann, Cedric","Reymann, Cedric",0,2236,False
"Kristensen, Leif1","Kristensen, Leif1",0,2375,False
"Mrykhin, Igor","Mrykhin, Igor",0,2151,False
"Hovhannisyan, Karen","Hovhannisyan, Karen",0,2123,False
"Wittmann, Walter","Wittmann, Walter",0,2359,False
"Hill, Alistair","Hill, Alistair",0,2257,False
"Pesorda, Ivan","Pesorda, Ivan",0,2255,False
"Widmer, Simon","Widmer, Simon",0,2201,False
"Tzermiadianos, An","Tzermiadianos, An",0,2436,False
"Sikorova, Olga","Sikorova, Olga",0,2275,False
"Genser, Harald","Genser, Harald",0,2288,False
"Weber, Tom LUX","Weber, Tom LUX",0,2332,False
"Alexopoulos, Georgios","Alexopoulos, Georgios",0,2249,False
"Dolzhikova, Olga","Dolzhikova, Olga",0,2203,False
"Villard, P.","Villard, P.",0,2130,False
"Mazi, Leon","Mazi, Leon",0,2422,False
"Aliev,Ras","Aliev,Ras",13401084,2213,False
"Aliyev, Rasim Rizvan","Aliyev, Rasim Rizvan",0,2213,False
"Sardana, Rishi","Sardana, Rishi",0,2386,False
"Karavaev, Vladimir","Karavaev, Vladimir",0,2477,False
"Wang, Kevin","Wang, Kevin",0,2380,False
"Galkin, Sergey","Galkin, Sergey",0,2340,False
"Morelle, Ludovic","Morelle, Ludovic",0,2313,False
"Alvarez Ramirez, Miguel Angel","Alvarez Ramirez, Miguel Angel",0,2194,False
"Zenker, Ulrich","Zenker, Ulrich",0,2218,False
"Wilczynski,A","Wilczynski,A",1136380,1696,False
"Schneider, Bruno","Schneider, Bruno",0,2070,False
"Glicenstein, Asher","Glicenstein, Asher",0,2339,False
"Kretainis, Kristaps","Kretainis, Kristaps",0,2258,False
"Thing,Bibek","Thing,Bibek",12303135,2222,False
"Buscher, Michael","Buscher, Michael",0,2388,False
"Tiviakov,S","Tiviakov,S",1008013,2663,False
"Monnaatsheko,Keletshabile","Monnaatsheko,Keletshabile",11302941,1988,False
"Oshevnev, Anatoly","Oshevnev, Anatoly",0,2086,False
"Movsisyan, Vardan","Movsisyan, Vardan",0,2246,False
"Heika, Martin","Heika, Martin",0,2310,False
"Patil, Pratik","Patil, Pratik",0,2199,False
"Aerni, Andreas","Aerni, Andreas",0,2206,False
"Schlenker, Rainer","Schlenker, Rainer",0,2260,False
"Garma, Chito","Garma, Chito",0,2346,False
"Carlos, Leonardo","Carlos, Leonardo",0,2340,False
"Cubas, Jose Fernando","Cubas, Jose Fernando",0,2110,False
"Perez Pietronave, Carlos","Perez Pietronave, Carlos",0,2280,False
"Konotop, Sergei","Konotop, Sergei",0,2185,False
"Shalygin, Andrei","Shalygin, Andrei",0,2265,False
"Khakpoor, Abbas","Khakpoor, Abbas",0,2200,False
"Jaulin, Philippe","Jaulin, Philippe",0,2143,False
"Hindermann, Felix","Hindermann, Felix",0,2203,False
"Doncevic, Dario","Doncevic, Dario",0,2355,False
"Feduk, Viktor","Feduk, Viktor",0,2150,False
"Tomazini, Zan","Tomazini, Zan",0,2395,False
"Obregon, Andres Carlos","Obregon, Andres Carlos",0,2297,False
"Colding, Ernest","Colding, Ernest",0,2208,False
"Szabo, Gergely","Szabo, Gergely",0,2225,False
"Biro, Sandor","Biro, Sandor",0,2324,False
"Hilwani, Talal","Hilwani, Talal",0,2274,False
"Trajkoski, Slave","Trajkoski, Slave",0,2320,False
"Otero, D.","Otero, D.",0,2255,False
"Sequera Paolini, Jose Rafael","Sequera Paolini, Jose Rafael",0,2285,False
"Lednicky, Martin","Lednicky, Martin",0,2180,False
"Cohen, A","Cohen, A",0,2225,False
"Kristinsson, Bjarni Jens","Kristinsson, Bjarni Jens",0,2033,False
"Smirnov, Pavel","Smirnov, Pavel",0,2345,False
"Shibut, Macon","Shibut, Macon",0,2264,False
"Georgelin, Thierry","Georgelin, Thierry",0,2107,False
"Lauridsen,JM","Lauridsen,JM",1401890,2244,False
"Lauridsen, Jesper Morch","Lauridsen, Jesper Morch",0,2244,False
"Frey,Ar","Frey,Ar",1614746,1967,False
"Sorensen, Torben","Sorensen, Torben",0,2300,False
"Barrenechea Bahamonde, Gustavo","Barrenechea Bahamonde, Gustavo",0,2223,False
"Weighell, Mark","Weighell, Mark",0,2119,False
"Majer, Chris E","Majer, Chris E",0,2091,False
"Karn, Torsten","Karn, Torsten",0,2082,False
"Filipenko, Alexander V","Filipenko, Alexander V",0,2425,False
"Vihmand,Ants","Vihmand,Ants",4502531,0,False
"Moracchini,J","Moracchini,J",20691696,1590,False
"Winterholler, Christina","Winterholler, Christina",0,2044,False
"Zelic, Mladen","Zelic, Mladen",0,2275,False
"Lazarev, Gennady","Lazarev, Gennady",0,2361,False
"Nielsen, NP.","Nielsen, NP.",0,2170,False
"Wang, Wesley","Wang, Wesley",0,2032,False
"Chladek, Vlastimil","Chladek, Vlastimil",0,2073,False
"Al Jabri, Mohammed Ali","Al Jabri, Mohammed Ali",0,2154,False
"Negele, Michael Dr","Negele, Michael Dr",0,2245,False
"Guerreiro, Raul Jose Lopes","Guerreiro, Raul Jose Lopes",0,2048,False
"Harari, Zaki","Harari, Zaki",0,2027,False
"Gang, Taoga","Gang, Taoga",0,2004,False
"Bisby, Daniel L","Bisby, Daniel L",0,2275,False
"Kotsuba, Aleksander","Kotsuba, Aleksander",0,2280,False
"Eames, Robert S","Eames, Robert S",0,2275,False
"Moldovan, Daniel","Moldovan, Daniel",0,2400,False
"Kochetkov, German","Kochetkov, German",0,2338,False
"Garcia Padron, J","Garcia Padron, J",0,2465,False
"Astengo,C","Astengo,C",802905,2105,False
"Maurizzi, Marc Andria","Maurizzi, Marc Andria",0,2018,False
"Certek, Pavel","Certek, Pavel",0,2285,False
"Maier, C.","Maier, C.",0,2380,False
"Carmaciu, Lucian-Catalin","Carmaciu, Lucian-Catalin",0,2398,False
"Mamikonyan, Tigran","Mamikonyan, Tigran",0,2273,False
"Neimer, Vitaly","Neimer, Vitaly",0,2384,False
"Hanko, Pavol","Hanko, Pavol",0,2234,False
"Wanzek, Daniel","Wanzek, Daniel",0,2085,False
"Allgaier, Erik","Allgaier, Erik",0,2085,False
"Zaporojan, Victor","Zaporojan, Victor",0,2215,False
"Huber,Benedikt","Huber,Benedikt",16281225,1545,False
"Klepaczka, Tomasz","Klepaczka, Tomasz",0,2240,False
"Alvarado Diaz, Alejandro","Alvarado Diaz, Alejandro",0,2388,False
"Bartkiewicz,Pawel","Bartkiewicz,Pawel",21849498,1835,False
"Spicak, Krzysztof","Spicak, Krzysztof",0,2016,False
"Moucheroud,J","Moucheroud,J",652288,2160,False
"Moucheroud, Jeremy","Moucheroud, Jeremy",0,2160,False
"Moosavian, S Hamed","Moosavian, S Hamed",0,2335,False
"Kerigan, Demre","Kerigan, Demre",0,2398,False
"Mendrinos, Nikolaos","Mendrinos, Nikolaos",0,2219,False
"Nur, Nawrose Farh","Nur, Nawrose Farh",0,2138,False
"Arribas Lopez,A","Arribas Lopez,A",2283352,2511,False
"Cekan, Petr2","Cekan, Petr2",0,2039,False
"Mari Ooriad, Pouya","Mari Ooriad, Pouya",0,2166,False
"Boudre, Jean-Pierre","Boudre, Jean-Pierre",0,2397,False
"Moreno Tejera, Emilio","Moreno Tejera, Emilio",0,2351,False
"Kulaots,K","Kulaots,K",4500261,2538,False
"Al-Saadi, Jumaa A Gatea","Al-Saadi, Jumaa A Gatea",0,2330,False
"Bitoon,Jimson","Bitoon,Jimson",5210283,0,False
"Udeshi, Aditya","Udeshi, Aditya",0,2378,False
"Hapuarachchi, H L M","Hapuarachchi, H L M",0,2019,False
"Zomorrodian,Eilia","Zomorrodian,Eilia",12551805,1987,False
"Szelag,Zuzanna","Szelag,Zuzanna",1195522,1990,False
"Freer,Glenn","Freer,Glenn",1045814,1926,False
"Van Mil, Johannes A J","Van Mil, Johannes A J",0,2416,False
"Silva, F.","Silva, F.",0,2327,False
"Milat, Marcel","Milat, Marcel",0,2306,False
"Sadeghi, Hassan","Sadeghi, Hassan",0,2251,False
"Dumitran, Octavian","Dumitran, Octavian",0,2380,False
"Dolzhenkov, Yuriy","Dolzhenkov, Yuriy",0,2317,False
"Spal, Milan","Spal, Milan",0,2275,False
"Bjerre,Jonas","Bjerre,Jonas",1444948,1792,False
"Aditya, Vikas R","Aditya, Vikas R",0,2091,False
"Ruiz Sanchez, Orlen","Ruiz Sanchez, Orlen",0,2440,False
"Alexiadis,Hristos","Alexiadis,Hristos",4249623,2346,False
"Bastian, Herbert","Bastian, Herbert",0,2376,False
"Mellier, Pierre","Mellier, Pierre",0,2210,False
"Sebe-Vodislav, Florian-George","Sebe-Vodislav, Florian-George",0,2262,False
"Mieles Palau, Daniel","Mieles Palau, Daniel",0,2407,False
"Slovineanu, Viacheslav","Slovineanu, Viacheslav",0,2406,False
"De Lucas Bello,F","De Lucas Bello,F",2218259,1964,False
"Lupik,M","Lupik,M",4177495,2190,False
"Gurcan, Selim","Gurcan, Selim",0,2295,False
"Abbas, Daniel","Abbas, Daniel",0,2253,False
"Krapivin, Vladislav","Krapivin, Vladislav",0,2354,False
"Tairova, Elena","Tairova, Elena",0,2415,False
"Ledger, Dave J","Ledger, Dave J",0,2254,False
"Gimadutdinov,I","Gimadutdinov,I",4154762,2146,False
"Colmenares,A","Colmenares,A",1308629,2340,False
"Zawadzki, Stanislaw","Zawadzki, Stanislaw",0,2404,False
"Rakshitta, Ravi","Rakshitta, Ravi",0,2198,False
"Coleto Calderon, Jose Antonio","Coleto Calderon, Jose Antonio",0,2128,False
"Bharath,Subramaniyam H","Bharath,Subramaniyam H",46634827,2417,False
"Moehn,H","Moehn,H",24647837,2370,False
"Fabry, Robert","Fabry, Robert",0,2240,False
"Unat, Can Haktan","Unat, Can Haktan",0,2047,False
"Hagesather, Paal Vegard","Hagesather, Paal Vegard",0,2125,False
"Zikunova, Valeria","Zikunova, Valeria",0,2005,False
"Droin, Augustin","Droin, Augustin",0,2099,False
"Karpman, Vadim","Karpman, Vadim",0,2435,False
"Marinskii, Yurii","Marinskii, Yurii",0,2174,False
"Eminov, Orkhan","Eminov, Orkhan",0,2295,False
"Sokolovsky, Yahli","Sokolovsky, Yahli",0,2074,False
"Vibbert, Sean","Vibbert, Sean",0,2350,False
"Acosta,M USA","Acosta,M USA",2008629,1988,False
"Rahman, Adel","Rahman, Adel",0,2232,False
"Ansat, Aldiyar","Ansat, Aldiyar",0,2098,False
"Zhalmakhanov,Ramazan","Zhalmakhanov,Ramazan",13706357,2342,False
"Guilleux, Fabien","Guilleux, Fabien",0,2397,False
"Maenhout, Thibaut","Maenhout, Thibaut",0,2303,False
"Wachinger, Nikolas","Wachinger, Nikolas",0,2338,False
"Paakkonen, Timo","Paakkonen, Timo",0,2290,False
"Tompa, Janos","Tompa, Janos",0,2408,False
"Ciolek, Andreas","Ciolek, Andreas",0,2284,False
"Khayrullin,D","Khayrullin,D",4144694,2350,False
"Wong, Yinn Long","Wong, Yinn Long",0,2261,False
"Zhelnin, Vladimir V","Zhelnin, Vladimir V",0,2470,False
"Novikov,St1","Novikov,St1",4125371,2531,False
"Imnadze, Nato","Imnadze, Nato",0,2100,False
"Tweedie, Steven","Tweedie, Steven",0,2172,False
"Efanova,Tatiana","Efanova,Tatiana",24117765,1907,False
"Rolvaag,B","Rolvaag,B",1507753,1956,False
"Guttula, Balaji","Guttula, Balaji",0,2298,False
"Amonatov,F","Amonatov,F",14700077,2620,False
"Debray, Tristan","Debray, Tristan",0,2175,False
"Kovchan,A","Kovchan,A",14103052,2572,False
"Ostertag, Galina","Ostertag, Galina",0,2210,False
"Matthias, Heiner","Matthias, Heiner",0,2390,False
"Mustafaev, Jamshid","Mustafaev, Jamshid",0,2270,False
"Chos,A","Chos,A",14117762,2296,False
"Lerch, Patrice","Lerch, Patrice",0,2383,False
"Kubicka,Anna","Kubicka,Anna",1152254,2225,False
"Britton, Richard L","Britton, Richard L",0,2309,False
"Meinhardt, Maximilian","Meinhardt, Maximilian",0,2378,False
"Gonzalez, Bolivar Ribeiro","Gonzalez, Bolivar Ribeiro",0,2246,False
"Straka, Vojtech","Straka, Vojtech",0,2393,False
"Kopczynski, Michal","Kopczynski, Michal",0,2190,False
"Loiseau, Quentin","Loiseau, Quentin",0,2471,False
"Nolz, Tom","Nolz, Tom",0,2188,False
"Gustain, Marc","Gustain, Marc",0,2147,False
"Marechal, Andy","Marechal, Andy",0,2256,False
"Narciso Dublan,M","Narciso Dublan,M",2201500,2538,False
"Babb, Jeff","Babb, Jeff",0,2120,False
"Orlov, An","Orlov, An",0,2410,False
"Boldoo, Erdenepurev","Boldoo, Erdenepurev",0,2328,False
"Zakhartsov, V","Zakhartsov, V",0,2559,False
"Abramciuc, Marius","Abramciuc, Marius",0,2006,False
"Yanayt, Eugene","Yanayt, Eugene",0,2264,False
"Laco, Giuseppe","Laco, Giuseppe",0,2183,False
"Wang, Yu A","Wang, Yu A",0,2396,False
"Okrugin, Sergey","Okrugin, Sergey",0,2399,False
"Wahl, F.","Wahl, F.",0,2094,False
"Niebling, Ferdinand","Niebling, Ferdinand",0,2191,False
"Degraeve,Remy","Degraeve,Remy",26024560,2019,False
"Cavendish,Joshua Z","Cavendish,Joshua Z",418005,1832,False
"Mafra, Kaiser Luiz","Mafra, Kaiser Luiz",0,2071,False
"Solger, Bernhard","Solger, Bernhard",0,2075,False
"Heinis, Vincent","Heinis, Vincent",0,2081,False
"Franzoni, Giancarlo","Franzoni, Giancarlo",0,2417,False
"Marie, Patrick","Marie, Patrick",0,2200,False
"Kim, Aleksandra V","Kim, Aleksandra V",0,2225,False
"Isaikin,Artem","Isaikin,Artem",34166553,0,False
"Leimand, Peter","Leimand, Peter",0,2092,False
"Jovanovic, Zo2","Jovanovic, Zo2",0,2383,False
"Thannheiser, Thomas","Thannheiser, Thomas",0,2201,False
"Kraemer, Enrico","Kraemer, Enrico",0,2149,False
"Promyshlyanskiy,V","Promyshlyanskiy,V",14118130,2265,False
"Simon, Olivier","Simon, Olivier",0,2292,False
Htun Lynn Kyaw,Htun Lynn Kyaw,0,2541,False
"Kruckenhauser,Arthur","Kruckenhauser,Arthur",1642812,2245,False
"Banach, Wieslaw","Banach, Wieslaw",0,2117,False
"Przytula,Grzegorz","Przytula,Grzegorz",1182650,1946,False
"Catarineu Navines, Federico","Catarineu Navines, Federico",0,2051,False
"Sharma, R Preetham","Sharma, R Preetham",0,2311,False
"Sanders, Isaac B","Sanders, Isaac B",0,2282,False
"Blodstein, Arkady","Blodstein, Arkady",0,2370,False
"Abhishek, Das","Abhishek, Das",0,2321,False
